audio_path,caption
/workspace/data/roblox-audios/roblox_audio_423/9113531800.mp3,The sound of shoes clacking on a hardwood floor as a person walks at varying speeds. The pitch of the clacking sound changes with the pace of the person's walking.
/workspace/data/roblox-audios/roblox_audio_423/9113482942.mp3,The sound of two hard objects being tapped together.
/workspace/data/roblox-audios/roblox_audio_423/9113233897.mp3,The sound of a hard object being tapped against another hard object.
/workspace/data/roblox-audios/roblox_audio_422/9120092841.mp3,"The sound of someone flicking a switch on and off, with clear and crisp audio. Suitable for use in an instructional video on how to use a light switch."
/workspace/data/roblox-audios/roblox_audio_422/9119717950.mp3,A series of short clicking noises.
/workspace/data/roblox-audios/roblox_audio_422/9117011574.mp3,The sound of someone snapping their fingers.
/workspace/data/roblox-audios/roblox_audio_422/9113941140.mp3,An electronic device emits a single beep.
/workspace/data/roblox-audios/roblox_audio_421/9126075967.mp3,A brief electronic beep.
/workspace/data/roblox-audios/roblox_audio_421/9126073986.mp3,"A short, sharp, high-pitched ringing sound."
/workspace/data/roblox-audios/roblox_audio_421/9126073960.mp3,A high pitched bell ringing.
/workspace/data/roblox-audios/roblox_audio_421/9126073318.mp3,The sound of a single bell ringing.
/workspace/data/roblox-audios/roblox_audio_421/9126073303.mp3,The sound of a coin being dropped on a hard surface.
/workspace/data/roblox-audios/roblox_audio_421/9126073297.mp3,The scraping of two metallic objects.
/workspace/data/roblox-audios/roblox_audio_421/9126073064.mp3,A high pitched ringing sound of a bell.
/workspace/data/roblox-audios/roblox_audio_421/9126072983.mp3,The sound of metallic objects clanging together.
/workspace/data/roblox-audios/roblox_audio_421/9126072698.mp3,A high pitched ringing sound.
/workspace/data/roblox-audios/roblox_audio_421/9126072681.mp3,A high pitched beeping sound.
/workspace/data/roblox-audios/roblox_audio_421/9126072027.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_421/9126072023.mp3,"The audio features a high-pitched ringing sound that is crisp and clear, making it suitable for use as a ringtone, alarm sound, alert sound, reminder sound, notification sound, signal sound, or sound effect. It can also be used as background music."
/workspace/data/roblox-audios/roblox_audio_421/9126071775.mp3,"A high-pitched metallic ringing sound sustained for a few seconds, fading away slowly with a futuristic feel to it. Suitable for science fiction, video game, or robot movie soundtracks."
/workspace/data/roblox-audios/roblox_audio_421/9126071772.mp3,A digital beeping sound.
/workspace/data/roblox-audios/roblox_audio_421/9126071757.mp3,"The audio features an electronically produced ringing sound with a loud and clear futuristic quality that is suitable for use in science fiction movies, video games, and virtual reality experiences."
/workspace/data/roblox-audios/roblox_audio_421/9126071756.mp3,A high pitched beep.
/workspace/data/roblox-audios/roblox_audio_421/9119834422.mp3,The sound of a beep.
/workspace/data/roblox-audios/roblox_audio_421/9119834118.mp3,"The audio features a clear and crisp digital beep sound that can be used in various ways such as sound effects in video games or movies, as a ringtone, reminder sound, notification sound, warning sound, alarm sound, success sound, or failure sound."
/workspace/data/roblox-audios/roblox_audio_421/9119834090.mp3,A high pitched ringing sound.
/workspace/data/roblox-audios/roblox_audio_421/9119833791.mp3,A high-pitched digital beep.
/workspace/data/roblox-audios/roblox_audio_421/9119833603.mp3,A digital beep can be heard.
/workspace/data/roblox-audios/roblox_audio_420/9126073938.mp3,A high-pitched whistle being blown.
/workspace/data/roblox-audios/roblox_audio_420/9126073026.mp3,The sound of metal clanging as one object is struck against another metallic surface.
/workspace/data/roblox-audios/roblox_audio_420/9126072697.mp3,A high pitched ringing sound.
/workspace/data/roblox-audios/roblox_audio_420/9119834233.mp3,A digital beep is sounding.
/workspace/data/roblox-audios/roblox_audio_420/9119834079.mp3,The sound of a single beep from an electronic device.
/workspace/data/roblox-audios/roblox_audio_42/9126210017.mp3,The sound of a plastic bag being crumpled and crunched.
/workspace/data/roblox-audios/roblox_audio_42/9126209765.mp3,"The audio captures the sequence of an apple being dropped onto a hard surface, followed by the sound of it bouncing off and hitting the ground multiple times."
/workspace/data/roblox-audios/roblox_audio_42/9126109732.mp3,"A series of short, sharp claps."
/workspace/data/roblox-audios/roblox_audio_42/9126073011.mp3,The ringing of a lone bell.
/workspace/data/roblox-audios/roblox_audio_42/9126072436.mp3,An electronic device emits a beep sound.
/workspace/data/roblox-audios/roblox_audio_42/9126072044.mp3,A high-pitched beep.
/workspace/data/roblox-audios/roblox_audio_42/9126003290.mp3,"The sound of a metallic door being slammed shut, with a heavy and echoing effect. The audio is in mono."
/workspace/data/roblox-audios/roblox_audio_42/9125871199.mp3,"The audio of someone smashing a plastic bottle on a hard surface, resulting in the bottle shattering into small pieces. The audio is clear and crisp, in mono and suitable for use as a sound effect in a video game."
/workspace/data/roblox-audios/roblox_audio_42/9125819216.mp3,A metallic bang.
/workspace/data/roblox-audios/roblox_audio_42/9125793283.mp3,"A toy cap gun is being cocked and fired. The cap gun is a plastic toy gun that is designed to look like a real gun. The cap gun is cocked by pulling back on a lever that is located on the side of the gun. Once the lever is pulled back, the gun is ready to be"
/workspace/data/roblox-audios/roblox_audio_42/9125594254.mp3,A high pitched metallic ringing sound.
/workspace/data/roblox-audios/roblox_audio_42/9125426878.mp3,A small object is dropped onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9120908631.mp3,The audio features a thumping sound. The thumping sound is loud and repetitive. The thumping sound is produced by a wooden object. The wooden object is a drum. The drum is a bass drum. The bass drum is an electronic bass drum. The electronic bass drum is an electronic drum. The electronic drum is a
/workspace/data/roblox-audios/roblox_audio_42/9119845779.mp3,A car horn is honking. The pitch of the horn is high. The tone of the horn is sharp. The pitch of the horn is high. The tone of the horn is sharp. The pitch of the horn is high. The tone of the horn is sharp. The pitch of the horn is high. The tone of the horn is
/workspace/data/roblox-audios/roblox_audio_42/9119834603.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_42/9119834602.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_42/9119834423.mp3,A high-pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_42/9119833560.mp3,A digital beep is ringing.
/workspace/data/roblox-audios/roblox_audio_42/9119802009.mp3,"A high pitched pinging sound is followed by a low pitched ringing sound, which is sustained for a longer period of time and eventually fades off into the distance."
/workspace/data/roblox-audios/roblox_audio_42/9119753208.mp3,A whoosh sound effect.
/workspace/data/roblox-audios/roblox_audio_42/9119751891.mp3,The sound of a sword being drawn from its sheath.
/workspace/data/roblox-audios/roblox_audio_42/9119749145.mp3,The sound of a sword being unsheathed and drawn from its scabbard multiple times.
/workspace/data/roblox-audios/roblox_audio_42/9119746759.mp3,A metallic scraping sound.
/workspace/data/roblox-audios/roblox_audio_42/9119746598.mp3,The sound of an impact between a hard object and a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9119744133.mp3,A metallic object is being struck against another metallic object.
/workspace/data/roblox-audios/roblox_audio_42/9119743888.mp3,The sound of metal being struck against another piece of metal.
/workspace/data/roblox-audios/roblox_audio_42/9119634589.mp3,"The audio features a metallic clanking sound, perfect for creating a futuristic or cyberpunk atmosphere in a video game or movie."
/workspace/data/roblox-audios/roblox_audio_42/9119623080.mp3,A short burst of compressed air from an air compressor.
/workspace/data/roblox-audios/roblox_audio_42/9119541054.mp3,A brief beep sound.
/workspace/data/roblox-audios/roblox_audio_42/9119539313.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_42/9119482853.mp3,The sound of an object being dropped onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9119072674.mp3,A metallic object is struck once.
/workspace/data/roblox-audios/roblox_audio_42/9119072660.mp3,The sound of a metallic object being tapped against another metallic object.
/workspace/data/roblox-audios/roblox_audio_42/9119050781.mp3,A hard object is being hit with a soft object.
/workspace/data/roblox-audios/roblox_audio_42/9118855069.mp3,The sound of a pistol being cocked.
/workspace/data/roblox-audios/roblox_audio_42/9118778442.mp3,"The sound of a spray can being shaken, followed by the sound of the spray being applied to a surface, and then the can being shaken again."
/workspace/data/roblox-audios/roblox_audio_42/9118478468.mp3,"A metallic clanking is occurring, and a thumping is present in the background. This is a metallic clanking and thumping sound. This is a metallic clanking and thumping sound. This is a metallic clanking and thumping sound. This is"
/workspace/data/roblox-audios/roblox_audio_42/9118296489.mp3,A metallic ringing sound produced when a metal object is being struck with a hard object.
/workspace/data/roblox-audios/roblox_audio_42/9118269934.mp3,The sound of a metallic object being struck.
/workspace/data/roblox-audios/roblox_audio_42/9118138510.mp3,A hard plastic object is tapped against another hard plastic object.
/workspace/data/roblox-audios/roblox_audio_42/9117156474.mp3,A paper is being crumpled.
/workspace/data/roblox-audios/roblox_audio_42/9116782431.mp3,The sound of a metallic object dropping onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9116764860.mp3,A metallic object is struck with another metallic object.
/workspace/data/roblox-audios/roblox_audio_42/9116727241.mp3,A gun is being fired.
/workspace/data/roblox-audios/roblox_audio_42/9116656130.mp3,A metallic percussion instrument is struck once.
/workspace/data/roblox-audios/roblox_audio_42/9116644054.mp3,"A metallic thud occurs, followed by a ringing reverberation."
/workspace/data/roblox-audios/roblox_audio_42/9116542599.mp3,A metallic object is struck against another metallic object.
/workspace/data/roblox-audios/roblox_audio_42/9116423275.mp3,The audio contains a synthesized sound effect. The sound effect is a high-pitched whistle. The sound effect has a metallic quality to it. The audio is in mono. There is no background noise. The audio is clean. The audio can be used as a sound effect in a video game.
/workspace/data/roblox-audios/roblox_audio_42/9116385087.mp3,"A sharp, metallic clang is followed by a high-pitched ringing."
/workspace/data/roblox-audios/roblox_audio_42/9116384799.mp3,"A metallic clang occurs, followed by a high pitched ringing. This is followed by a metallic clang again. This is followed by a metallic clang again. This is followed by a high pitched ringing. This is followed by a metallic clang again. This is followed by a"
/workspace/data/roblox-audios/roblox_audio_42/9116361871.mp3,A metallic object is dropped onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9116320859.mp3,A pistol is cocked and ready to fire.
/workspace/data/roblox-audios/roblox_audio_42/9116197044.mp3,A metallic object is scraping against another metallic object.
/workspace/data/roblox-audios/roblox_audio_42/9116191739.mp3,A short swipe of something rubbing against something else.
/workspace/data/roblox-audios/roblox_audio_42/9116187988.mp3,A sword is being sharpened on a whetstone. The whetstone is being rubbed back and forth across the blade of the sword. The sound of the whetstone rubbing against the blade of the sword is loud. The sound of the whetstone rubbing against the blade of the sword is
/workspace/data/roblox-audios/roblox_audio_42/9114752236.mp3,Two metal objects are being hit against each other. The first object is a metal rod. The second object is a metal bar. The metal bar is being hit against the metal rod. The metal bar is being hit against the metal rod. The metal bar is being hit against the metal rod. The metal bar is being hit against the metal rod
/workspace/data/roblox-audios/roblox_audio_42/9114643749.mp3,"A short, high pitched electronic beep."
/workspace/data/roblox-audios/roblox_audio_42/9114641459.mp3,A metallic ringing sound.
/workspace/data/roblox-audios/roblox_audio_42/9114593205.mp3,A hard object is being hit against another hard object.
/workspace/data/roblox-audios/roblox_audio_42/9114479852.mp3,The audio contains the sound of a camera shutter. The shutter is a mechanical device that is used to capture an image on a film or a digital camera. The sound of the shutter is a mechanical click that is produced when the shutter is opened and closed. The shutter is typically located on the front of the camera and is
/workspace/data/roblox-audios/roblox_audio_42/9114475493.mp3,A high pitched beep.
/workspace/data/roblox-audios/roblox_audio_42/9114465221.mp3,A whoosh sound effect.
/workspace/data/roblox-audios/roblox_audio_42/9114084380.mp3,A light thud is followed by the sound of paper being crumpled.
/workspace/data/roblox-audios/roblox_audio_42/9114084156.mp3,A hard object is being moved against a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9113998896.mp3,"A short, sharp metallic clang."
/workspace/data/roblox-audios/roblox_audio_42/9113877630.mp3,"A person is clicking a button on an electronic device, such as a remote control or a video game controller. The sound of the button being clicked is loud and clear, with no background noise or distractions. It is possible that the person is playing a video game or watching a movie on a television. The sound of the button being clicked"
/workspace/data/roblox-audios/roblox_audio_42/9113764330.mp3,"The audio features a sharp, metallic whacking sound. The sound is crisp and clear. The audio is in mono. There is no background noise. The audio can be used as a sound effect in a video game or movie. The audio is suitable for use as a sound effect in a video game or movie. The"
/workspace/data/roblox-audios/roblox_audio_42/9113731007.mp3,A hard object is tapped against another hard object.
/workspace/data/roblox-audios/roblox_audio_42/9113631209.mp3,A coin is dropped onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_42/9113620834.mp3,The audio consists of a series of clicks and pops. These clicks and pops are generated by the release of the slide of a semi-automatic pistol. The slide of the pistol is released when the trigger is pulled. The pops occur when the slide is released and the bullet is ejected from the chamber. The
/workspace/data/roblox-audios/roblox_audio_42/9113461061.mp3,A high-pitched ringing sound.
/workspace/data/roblox-audios/roblox_audio_42/9113399562.mp3,"A musical instrument is playing a short, staccato note."
/workspace/data/roblox-audios/roblox_audio_42/9113241604.mp3,"A short, muffled sound of paper being crumpled."
/workspace/data/roblox-audios/roblox_audio_42/9113225486.mp3,A metallic clanking sound is followed by a sharp metal clang. This is the sound of a sword being dropped to the ground. The sound of the sword being dropped to the ground is a sharp metallic clanking sound. The sound of the sword being dropped to the ground is a sharp metallic clank
/workspace/data/roblox-audios/roblox_audio_42/9113106960.mp3,A metallic object is being shaken and rattled.
/workspace/data/roblox-audios/roblox_audio_42/9112894971.mp3,A small splash of water.
/workspace/data/roblox-audios/roblox_audio_42/9047207931.mp3,"The audio features a synthesized gunshot sound effect. The sound effect has a metallic quality to it. The sound effect is loud and powerful. The sound effect could be used in video games, movies, and other forms of media to simulate the sound of a gunshot. It could also be used to create a sense of"
/workspace/data/roblox-audios/roblox_audio_42/9039931704.mp3,"A loud metallic thud occurs, followed by a brief pause. A few seconds later, another loud metallic thud occurs. This time, the thud is followed by a brief ringing sound. This sequence of events repeats several times."
/workspace/data/roblox-audios/roblox_audio_42/12222140.mp3,A gun is cocked and fired.
/workspace/data/roblox-audios/roblox_audio_42/12222106.mp3,A loud whooshing sound is followed by a series of pops. This is a common sound effect that is often used in movies and television to simulate the sound of an explosion. It is also used in video games to simulate the sound of an explosion. This sound effect is often used in movies and television to simulate the
/workspace/data/roblox-audios/roblox_audio_42/12222054.mp3,A short burst of a synthesized sound.
/workspace/data/roblox-audios/roblox_audio_42/12221967.mp3,A short burst of electronic beeping.
/workspace/data/roblox-audios/roblox_audio_418/9045774524.mp3,The audio consists of a single note played on a piano. The note is sustained and has a high pitch. The sound is clear and crisp. The audio can be used as a sound effect in a movie or a video game. The audio can also be used as a background music in a movie or a video game. The audio can
/workspace/data/roblox-audios/roblox_audio_418/9045774218.mp3,"A piano is playing a chord. The chord consists of the notes C, E, and G. The chord is being played in the key of G major. The chord is being played with a staccato articulation. The chord is being played on a grand piano. The chord is being played with a"
/workspace/data/roblox-audios/roblox_audio_417/9120357904.mp3,"A loud whooshing sound is made by someone blowing into a microphone. This sound can be used as a sound effect in movies and video games. It can also be used to create a futuristic or sci-fi atmosphere. The sound can be made by blowing into a microphone, or by blowing into a"
/workspace/data/roblox-audios/roblox_audio_417/9120347134.mp3,A bubble is being blown into the water.
/workspace/data/roblox-audios/roblox_audio_417/9117142552.mp3,A woman is walking in high-heeled shoes.
/workspace/data/roblox-audios/roblox_audio_416/9126198140.mp3,A bottle of water is being shaken and the water is dripping out of the mouth of the bottle.
/workspace/data/roblox-audios/roblox_audio_416/9126185588.mp3,"The audio features a metallic object being tapped against a hard surface. The tapping is steady and rhythmic, creating a percussive effect. The sound is crisp and clear. There are no other sounds in the background. The audio can be used in the soundtrack of a video game."
/workspace/data/roblox-audios/roblox_audio_416/9126184578.mp3,A hard object is tapped against another hard object.
/workspace/data/roblox-audios/roblox_audio_416/9126123486.mp3,A short beep is emitted from an electronic device.
/workspace/data/roblox-audios/roblox_audio_416/9125946120.mp3,A series of electronic beeps.
/workspace/data/roblox-audios/roblox_audio_416/9125709018.mp3,The audio consists of two short beeps. The first beep is higher pitched and the second beep is lower pitched. The audio is clean and clear. There are no other sounds in the background. The audio can be used in a video game to indicate a button being pressed.
/workspace/data/roblox-audios/roblox_audio_416/9125708816.mp3,A series of electronic beeps and blips.
/workspace/data/roblox-audios/roblox_audio_416/9125707340.mp3,The audio features an electronic beep sound. The beep sound has a high-pitched ringing quality to it. The beep sound can be heard in the background. The beep sound can be heard in the background. The beep sound can be heard in the background. The beep sound can be heard in the background
/workspace/data/roblox-audios/roblox_audio_416/9125706983.mp3,Two short beeps.
/workspace/data/roblox-audios/roblox_audio_416/9125704987.mp3,The audio features a beeping sound. The beeping sound is repetitive and monotonous. The beeping sound has a high pitch. The beeping sound has a digital sound. The beeping sound is repetitive. The beeping sound has a high pitch. The beeping sound is repetitive. The beeping sound has a
/workspace/data/roblox-audios/roblox_audio_416/9125704972.mp3,The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game. The sound of a video game
/workspace/data/roblox-audios/roblox_audio_416/9125704881.mp3,"The audio consists of a series of beeps and blips. The beeps are short and sharp, while the blips are longer and more drawn out. The audio has a futuristic feel to it, and could be used in the soundtrack of a science fiction movie. The audio could also be used in a video game"
/workspace/data/roblox-audios/roblox_audio_416/9125703831.mp3,A series of electronic beeps are played in a pattern of ascending and descending tones. The beeps are played in a pattern of ascending and descending tones. The beeps are played in a pattern of ascending and descending tones. The beeps are played in a pattern of ascending and descending t
/workspace/data/roblox-audios/roblox_audio_416/9120787851.mp3,Someone is making a sound with their mouth. The sound is deep and resonant. It sounds like someone is making a sound with their mouth. The sound is deep and resonant. It sounds like someone is making a sound with their mouth. The sound is deep and resonant. It sounds like someone is making a sound with their mouth
/workspace/data/roblox-audios/roblox_audio_416/9120787152.mp3,A series of bubbles rising to the surface of a body of water.
/workspace/data/roblox-audios/roblox_audio_416/9120786726.mp3,A loud popping noise is followed by a series of smaller pops.
/workspace/data/roblox-audios/roblox_audio_416/9120785775.mp3,A whooshing sound followed by a popping sound.
/workspace/data/roblox-audios/roblox_audio_416/9120785479.mp3,A person is speaking with a high-pitched voice.
/workspace/data/roblox-audios/roblox_audio_416/9120783925.mp3,A person is speaking with a funny voice.
/workspace/data/roblox-audios/roblox_audio_416/9120443158.mp3,A small splash of water.
/workspace/data/roblox-audios/roblox_audio_416/9120443001.mp3,A small droplet of liquid is dripping onto a hard surface. The sound of the droplet hitting the surface is followed by the sound of the droplet dripping down the surface. The sound of the droplet hitting the surface is followed by the sound of the droplet dripping down the surface. The sound
/workspace/data/roblox-audios/roblox_audio_416/9120348408.mp3,A person is burping.
/workspace/data/roblox-audios/roblox_audio_416/9120310322.mp3,A bubbly sound effect.
/workspace/data/roblox-audios/roblox_audio_416/9120310104.mp3,The audio contains a bubbling water sound effect. The sound effect is of a bubbling water in a bathtub. The pitch of the sound effect is low. The sound effect can be used in the soundtrack of a video game that takes place in a bathtub. The sound effect can also be used in the sound
/workspace/data/roblox-audios/roblox_audio_416/9120170278.mp3,A series of electronic beeps and chirps. The beeps are high pitched and the chirps are lower pitched. The chirps are longer and more drawn out than the beeps. The chirps are reminiscent of the chirps of a bird. The beeps and chirps are
/workspace/data/roblox-audios/roblox_audio_416/9120171142.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_416/9120166754.mp3,A robotic sounding synthesizer is playing a tune. The synthesizer has a metallic sound to it and the tune is reminiscent of a video game soundtrack. The synthesizer has a metallic sound to it and the tune is reminiscent of a video game soundtrack
/workspace/data/roblox-audios/roblox_audio_416/9120160168.mp3,A beep sound.
/workspace/data/roblox-audios/roblox_audio_416/9120157560.mp3,A beeping sound is emitted from an electronic device.
/workspace/data/roblox-audios/roblox_audio_416/9120156008.mp3,A digital sounding beep is going up and down in pitch. This is a common sound used in video games.
/workspace/data/roblox-audios/roblox_audio_416/9120140058.mp3,A series of electronic beeps and blips.
/workspace/data/roblox-audios/roblox_audio_416/9120139529.mp3,A high pitched beep.
/workspace/data/roblox-audios/roblox_audio_416/9120137129.mp3,A high pitched electronic beep.
/workspace/data/roblox-audios/roblox_audio_416/9120133104.mp3,The audio contains a high-pitched bleeping sound.
/workspace/data/roblox-audios/roblox_audio_416/9119140220.mp3,A short beep sound.
/workspace/data/roblox-audios/roblox_audio_416/9119139475.mp3,A short beep.
/workspace/data/roblox-audios/roblox_audio_416/9119139400.mp3,"A short, staccato electronic beep."
/workspace/data/roblox-audios/roblox_audio_416/9118512963.mp3,A robotic voice is speaking in a robotic voice. The robotic voice is speaking in a robotic voice. The robotic voice is speaking in a robotic voice. The robotic voice is speaking in a robotic voice. The robotic voice is speaking in a robotic voice. The robotic voice is speaking in a robot
/workspace/data/roblox-audios/roblox_audio_416/9118511615.mp3,The audio features a fast-paced and high-pitched whistling sound. The whistling sound is fast-paced and high-pitched. The whistling sound is repetitive. The repetitive whistling sound is fast-paced and high-pitched. The repet
/workspace/data/roblox-audios/roblox_audio_416/9118511394.mp3,A childish voice is speaking gibberish in a high-pitched voice.
/workspace/data/roblox-audios/roblox_audio_416/9114280161.mp3,"A short, high pitched digital beep with a high pitched whistle in the background."
/workspace/data/roblox-audios/roblox_audio_416/9114183833.mp3,A small gun is being cocked and the trigger is being pulled. The sound of the gun being cocked is followed by the sound of the trigger being pulled. The sound of the gun being cocked is followed by the sound of the trigger being pulled. The sound of the gun being cocked is followed by the sound
/workspace/data/roblox-audios/roblox_audio_416/9113602457.mp3,Someone is blowing bubbles into a glass of water.
/workspace/data/roblox-audios/roblox_audio_416/9112902169.mp3,A very muffled and distorted voice saying a single word.
/workspace/data/roblox-audios/roblox_audio_416/9112902021.mp3,A water droplet splashes into a body of water.
/workspace/data/roblox-audios/roblox_audio_416/9112901890.mp3,A small splashing sound.
/workspace/data/roblox-audios/roblox_audio_416/9112901881.mp3,A small splashing sound.
/workspace/data/roblox-audios/roblox_audio_416/9112895802.mp3,A small trickle of water falls into a pool of water.
/workspace/data/roblox-audios/roblox_audio_416/9112895345.mp3,A small splash of water.
/workspace/data/roblox-audios/roblox_audio_415/9126277651.mp3,A pencil is dropped onto a hard surface. The pencil makes a loud sound as it hits the surface. The pencil is then dropped onto a soft surface. The pencil makes a soft sound as it hits the surface. The pencil is then dropped onto a hard surface. The pencil makes a
/workspace/data/roblox-audios/roblox_audio_415/9126274613.mp3,A short popping sound.
/workspace/data/roblox-audios/roblox_audio_415/9126268875.mp3,A hard object is dropped onto a hard surface. The sound of the object hitting the surface can be heard. The audio is in mono. There is no background noise. The audio can be heard in person. The audio can be used in a music video. The audio can be used in a video game. The audio can be used in
/workspace/data/roblox-audios/roblox_audio_415/9126033833.mp3,A metallic object is being tapped against another metallic object.
/workspace/data/roblox-audios/roblox_audio_415/9126032208.mp3,A light switch is flipped on.
/workspace/data/roblox-audios/roblox_audio_415/9126027985.mp3,A door is being closed softly.
/workspace/data/roblox-audios/roblox_audio_415/9125953786.mp3,The sound of a cell phone being dropped on a hard surface.
/workspace/data/roblox-audios/roblox_audio_415/9125953277.mp3,A ball is being kicked against a wall.
/workspace/data/roblox-audios/roblox_audio_415/9125707735.mp3,A series of electronic beeps.
/workspace/data/roblox-audios/roblox_audio_415/9125707706.mp3,A digital beep.
/workspace/data/roblox-audios/roblox_audio_415/9125707559.mp3,A beep sound.
/workspace/data/roblox-audios/roblox_audio_415/9125706972.mp3,A series of beeps.
/workspace/data/roblox-audios/roblox_audio_415/9125703821.mp3,A beep sound is heard.
/workspace/data/roblox-audios/roblox_audio_415/9125607229.mp3,A small object is dropped onto a hard surface and bounces a few times before coming to a stop.
/workspace/data/roblox-audios/roblox_audio_415/9125581360.mp3,A hard object is tapped against another hard object.
/workspace/data/roblox-audios/roblox_audio_415/9125576068.mp3,"A short, hard, wooden thud is produced by the impact of an object against a hard surface. The sound is crisp and clear. There is no background noise. The recording is of good quality. The sound can be used in the production of a video game or movie. The sound can also be used in the production of music."
/workspace/data/roblox-audios/roblox_audio_415/9125495315.mp3,A whoosh sound effect.
/workspace/data/roblox-audios/roblox_audio_415/9125418722.mp3,A person is typing on a computer keyboard.
/workspace/data/roblox-audios/roblox_audio_415/9125382151.mp3,A person is flipping a light switch on and off.
/workspace/data/roblox-audios/roblox_audio_415/9125377521.mp3,The audio features a person clapping their hands. The audio is in mono. There is no background noise. The audio is clear and crisp. The audio can be used in a video to add excitement to a scene. The audio can also be used in a video game to add excitement to a scene. The audio can also be used
/workspace/data/roblox-audios/roblox_audio_415/9120945782.mp3,A plastic bottle is dropped onto a hard surface.
/workspace/data/roblox-audios/roblox_audio_415/9120913361.mp3,A hard plastic object is being tapped against another hard plastic object.
/workspace/data/roblox-audios/roblox_audio_415/9120895631.mp3,A wooden surface is tapped with a finger.
/workspace/data/roblox-audios/roblox_audio_415/9120892898.mp3,A snapping sound is made by a plastic object.
/workspace/data/roblox-audios/roblox_audio_415/9120785239.mp3,"A small bubbling stream of water is flowing at a moderate pace. The water is gurgling and splashing as it flows downstream. In the background, birds are chirping and singing. The atmosphere is serene and peaceful. The sound of the water is calming and soothing to the ears."
/workspace/data/roblox-audios/roblox_audio_415/9120709477.mp3,A short whoosh sound.
/workspace/data/roblox-audios/roblox_audio_415/9120627115.mp3,A loud pop is followed by a swooshing sound.
/workspace/data/roblox-audios/roblox_audio_415/9120517857.mp3,A small hard object is tapped against another hard object.
/workspace/data/roblox-audios/roblox_audio_415/9120480032.mp3,The audio consists of a thumping sound. The thumping sound is created by the impact of an object against a hard surface. The sound is deep and resonant. The audio can be used in the soundtrack of a movie or a video game. The audio can also be used in the soundtrack of a movie or a video
