audio_path,caption
/workspace/data/epidemic-audios/misc-foley/Ikjc4X8uDG.wav,"The crisp and clear sound of a tree branch being shaken in mono, with no background noise. Perfect for use in a documentary about trees."
/workspace/data/epidemic-audios/misc-foley/IiiywBqoYT.wav,"A loud, bouncing, thumping sound."
/workspace/data/epidemic-audios/misc-foley/Iicrvj9jJY.wav,The sound of a small metallic object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/IdTU55tVUj.wav,A loud thump followed by silence.
/workspace/data/epidemic-audios/misc-foley/IZBiwf5dNx.wav,The sound of a coin being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/IUy5S37fX1.wav,"The audio consists of a single sharp and clear clap with no background noise. It is in mono and of good quality, suitable for use in a movie. The versatile audio can be used in scenes where a character is surprised, happy, sad, or angry."
/workspace/data/epidemic-audios/misc-foley/INDaFfh6M7.wav,"A short burst of air being released from a balloon, with the sound muffled by the close proximity of the microphone."
/workspace/data/epidemic-audios/misc-foley/IIQ87jA5SY.wav,"The audio consists of a single impact sound effect created by hitting a hard object with a soft object. It is crisp and clear, in mono, and suitable for use in a video game as a weapon sound effect."
/workspace/data/epidemic-audios/misc-foley/IFBVRh3lcs.wav,A small crackling sound is followed by a larger cracking sound.
/workspace/data/epidemic-audios/misc-foley/IECyjf9bxd.wav,The sound of paper being flipped through.
/workspace/data/epidemic-audios/misc-foley/IDLmbBaUDx.wav,The sound of footsteps on a hard surface can be heard.
/workspace/data/epidemic-audios/misc-foley/ICWBRabHHm.wav,The sound of an object being dropped and hitting the ground.
/workspace/data/epidemic-audios/misc-foley/IA4BVCStIA.wav,"A short, metallic sound is produced by a metal object being struck against another metal object."
/workspace/data/epidemic-audios/misc-foley/I9mSWFGTfS.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/misc-foley/I78OrskK8n.wav,The sound of a coin being flipped into the air and then landing on the ground.
/workspace/data/epidemic-audios/misc-foley/I5JynVruSe.wav,The sound of a piece of paper being slid across a table.
/workspace/data/epidemic-audios/misc-foley/I0ZACsRohg.wav,"The audio features a person snapping their fingers in a rhythmic manner in mono. It is clean and clear with no background sounds, making it suitable for use in a dance video."
/workspace/data/epidemic-audios/misc-foley/Ht5PajOUWB.wav,The sound of a door being closed.
/workspace/data/epidemic-audios/misc-foley/HqH5B0f1fo.wav,The sound of a hard object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/Hq7YO7CowW.wav,"A rhythmic tapping of a hard object against another hard object, with no background noise. The audio is in stereo and mono."
/workspace/data/epidemic-audios/misc-foley/Hp3gjy2lO2.wav,The sound of a metal object hitting a plastic object.
/workspace/data/epidemic-audios/misc-foley/HmgrZlnXZp.wav,The sound of a small rock being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/HiL3ERB5Wy.wav,"The audio contains the sound of a whip cracking, created by the action of cracking a whip."
/workspace/data/epidemic-audios/misc-foley/Hfpc7nsMCU.wav,"A short, staccato burst of notes played on a stringed instrument."
/workspace/data/epidemic-audios/misc-foley/HaajVCNbeW.wav,"A small explosion occurs, followed by the sound of wood cracking and splintering."
/workspace/data/epidemic-audios/misc-foley/Ha1gjOcblK.wav,The sound of a bird screeching.
/workspace/data/epidemic-audios/misc-foley/HXfHlMaxGX.wav,The metallic sound of an object being rattled or shaken.
/workspace/data/epidemic-audios/misc-foley/HXTyI9EPsi.wav,The loud and echoing sound of a person slapping their own face Can be used in movies or video games for various effects relating to slapping sounds.
/workspace/data/epidemic-audios/misc-foley/HTvn3YO737.wav,A hard object being tapped against a hard surface.
/workspace/data/epidemic-audios/misc-foley/HS0h3UMC4d.wav,A loud hissing noise followed by a high pitched screeching sound.
/workspace/data/epidemic-audios/misc-foley/HRH0KhtqPj.wav,The sound of a door being slammed shut.
/workspace/data/epidemic-audios/misc-foley/HQHWinqr42.wav,The sound of a door closing.
/workspace/data/epidemic-audios/misc-foley/HPKfND5aJ3.wav,The sound of a person taking a deep breath and exhaling sharply.
/workspace/data/epidemic-audios/misc-foley/HOIGJpBMKp.wav,The loud impact of a large object being dropped onto a hard surface echoes throughout the room.
/workspace/data/epidemic-audios/misc-foley/HO424AW7ww.wav,A loud thud is followed by silence.
/workspace/data/epidemic-audios/misc-foley/HKsXxFEULB.wav,"The audio consists of a single loud and clear clap, in mono without any background noise."
/workspace/data/epidemic-audios/misc-foley/HKisI9bG5O.wav,The sound of crumpling paper.
/workspace/data/epidemic-audios/misc-foley/HHeMzinU1o.wav,The sound of papers being rustled and shuffled around in a low-quality mono recording with no background noise.
/workspace/data/epidemic-audios/misc-foley/HERgQA3zUC.wav,"The sound of a wooden door being slammed shut, creating a loud and echoing sound. Perfect for use as a sound effect in movies, video games, or home theaters."
/workspace/data/epidemic-audios/misc-foley/HCytAVpyfI.wav,The sound of a coin being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/HCXtXa1xI6.wav,"The audio features a punch followed by a sweep, with the sweep lasting longer than the punch."
/workspace/data/epidemic-audios/misc-foley/H85N9J5iqM.wav,The audio captures the clear and crisp sound of a book being flipped open in mono with no background noise.
/workspace/data/epidemic-audios/misc-foley/H5T5F0gNZG.wav,The sound of a wooden door being knocked on.
/workspace/data/epidemic-audios/misc-foley/H5NKUw7qw2.wav,"A person is knocking on a door from the perspective of the person knocking, with clear and crisp audio in mono. This versatile sound can be used in movie scenes, video games, tutorials, and other videos featuring someone knocking on a door."
/workspace/data/epidemic-audios/misc-foley/H4PFNgXNyC.wav,"The sound of an egg being dropped on a hard surface, followed by the cracking and splattering of the egg on the floor."
/workspace/data/epidemic-audios/misc-foley/H41CKJPtuk.wav,The sound of footsteps on a wooden floor.
/workspace/data/epidemic-audios/misc-foley/H1W1y3Z5v5.wav,The sound of paper being dragged across a table.
/workspace/data/epidemic-audios/misc-foley/GsvFs2ct61.wav,The sound of a book being dropped on a hard surface.
/workspace/data/epidemic-audios/misc-foley/GrguvFOAOA.wav,"The audio contains a high-pitched screeching sound with a metallic quality, sustained for a few seconds."
/workspace/data/epidemic-audios/misc-foley/GfZEi6SHLM.wav,"A single sound effect of a tree branch snapping with a clear and crisp quality. Suitable for use in a horror movie or video game to create a sense of unease or fear. Also, it can be used to create tension or anticipation."
/workspace/data/epidemic-audios/misc-foley/GdlH3RGJq9.wav,The sound of electronic beeps and buzzes emitted from an electronic device.
/workspace/data/epidemic-audios/misc-foley/GVYKC8Js8Q.wav,A loud clap is followed by silence.
/workspace/data/epidemic-audios/misc-foley/GRsQfl9ddO.wav,A rapid series of clicking sounds.
/workspace/data/epidemic-audios/misc-foley/GRTEtmiByM.wav,"The metallic sound of a hard object being struck, accompanied by a wooden sound of the object making contact. The audio can be heard in both mono and stereo."
/workspace/data/epidemic-audios/misc-foley/GPSqtd9fnb.wav,"The audio contains the sound of a book being flipped through, with the distinct rustling of pages."
/workspace/data/epidemic-audios/misc-foley/GG855XD5aj.wav,"The clear and crisp sound of a horse whinnying in mono, perfect for use in video games, movies, documentaries, videos, tutorials, presentations, podcasts, and radio shows."
/workspace/data/epidemic-audios/misc-foley/GCgP7XNb3n.wav,The sound of a metal object being dragged across a hard surface.
/workspace/data/epidemic-audios/misc-foley/G9PUTpyZ4M.wav,The sound of a coin being flipped in the air and landing on a hard surface.
/workspace/data/epidemic-audios/misc-foley/G69Vnm8UtV.wav,"The sound of an envelope being opened, followed by the contents falling out with a muffled sound."
/workspace/data/epidemic-audios/misc-foley/G1EQY9mq2A.wav,The sound of metal objects clanking against each other.
/workspace/data/epidemic-audios/misc-foley/FzXe3Yu1D1.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/misc-foley/FvSlE0TZen.wav,The sound of a book being closed.
/workspace/data/epidemic-audios/misc-foley/FulVw6BJ3r.wav,The sound of a small object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/FuSDXHthA0.wav,The sound of a small object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/FtmYITQ67M.wav,"The sound of a mechanical typewriter being used to type a document, with the keys being pressed and the paper being fed through the machine."
/workspace/data/epidemic-audios/misc-foley/FmxQgxRz7L.wav,"The audio captures the sound of an object being dropped onto a hard surface. The sound of the object hitting the surface is loud and clear, and there is no background noise. The audio is in mono and of good quality, suitable for use in video games, movies, videos, and podcasts."
/workspace/data/epidemic-audios/misc-foley/FaL9FAT05X.wav,The sound of a large piece of cardboard being dragged across a hard surface.
/workspace/data/epidemic-audios/misc-foley/FaIrkaPZdC.wav,An echoing loud bang in the distance.
/workspace/data/epidemic-audios/misc-foley/FYibNJKtSW.wav,The sound of a button being clicked on a device.
/workspace/data/epidemic-audios/misc-foley/FY2SIrTXW7.wav,"The sound of a door being locked from the outside, with the locking mechanism being heard as the door is secured."
/workspace/data/epidemic-audios/misc-foley/FWQnnCU0ym.wav,The sound of a tree branch snapping in the wind.
/workspace/data/epidemic-audios/misc-foley/FVUlNntZJy.wav,The sound of a ball being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/FTMDYoMwT3.wav,The sound of a single punch.
/workspace/data/epidemic-audios/misc-foley/FRjDCMigPZ.wav,The sound of metal scraping.
/workspace/data/epidemic-audios/misc-foley/FPsRAp2fTH.wav,The sound of someone shuffling a deck of cards.
/workspace/data/epidemic-audios/misc-foley/FM5ogx3hGG.wav,The sound of a plastic object being crumpled.
/workspace/data/epidemic-audios/misc-foley/FLZ1nDxzxW.wav,"The sound of a bottle being opened by a person using a corkscrew, with the audible sounds of the cork being removed from the bottle."
/workspace/data/epidemic-audios/misc-foley/FKnYqAMpId.wav,The audio captures the closing of a book.
/workspace/data/epidemic-audios/misc-foley/FIt7MM2wgq.wav,The sound of a stick being snapped in half.
/workspace/data/epidemic-audios/misc-foley/FIhxtADl3C.wav,The loud pop is followed by the sound of paper being crumpled.
/workspace/data/epidemic-audios/misc-foley/FH96EyEZTQ.wav,The sound of a weapon swinging through the air can be heard as a person takes aim at a target.
/workspace/data/epidemic-audios/misc-foley/F95VS2AT1v.wav,The sound of paper being crumpled can be heard in the audio.
/workspace/data/epidemic-audios/misc-foley/F7SVBN53AM.wav,"The audio contains the sound of someone putting on a leather jacket, with the zipper being audible as it is zipped up from the left side to the right side. Additionally, the sound of the jacket rubbing against the body is present."
/workspace/data/epidemic-audios/misc-foley/F0AUr3T8IG.wav,The audio captures the clear and loud sound of a book being flipped open and closed.
/workspace/data/epidemic-audios/misc-foley/EyAEhwQdSI.wav,The sound of a high-pitched squeaky toy being played with by a child in a playful manner. The toy is a plastic dog.
/workspace/data/epidemic-audios/misc-foley/ExgFO0xrHQ.wav,The sound of someone sitting down on a soft cushion is audible in the mono audio.
/workspace/data/epidemic-audios/misc-foley/Ek5gRGQgKW.wav,"The sound of a match being struck with crisp and clear quality, perfect for use as a sound effect in various media such as movies, video games, advertisements, podcasts, and videos."
/workspace/data/epidemic-audios/misc-foley/EZ2j2xDblz.wav,The sound of a button being pressed.
/workspace/data/epidemic-audios/misc-foley/ESIgrPn2m8.wav,A brief stabbing sound followed by a quick whooshing sound.
/workspace/data/epidemic-audios/misc-foley/ER3HqzKyfO.wav,The audio features the crisp and clear sound of a camera releasing a roll of film.
/workspace/data/epidemic-audios/misc-foley/EQHZvaFRlb.wav,"The audio is of someone dropping an object on a hard surface. The sound is of the object hitting the surface with a loud thud. It is in mono and has no background noise, providing a clear and crisp quality. Perfect for use in a video game or any project involving the sound of an object being dropped on a hard surface."
/workspace/data/epidemic-audios/misc-foley/EPB7H0LPqf.wav,"The sound of a short, sharp burst of static electricity being emitted."
/workspace/data/epidemic-audios/misc-foley/EOdu13C7ng.wav,A person is rubbing their body with a towel.
/workspace/data/epidemic-audios/misc-foley/ED1QP3Lq5f.wav,"The loud and clear sound of a person punching another person in the face, followed by a grunt of pain. The audio is from the perspective of the person punching and is in mono with poor quality."
/workspace/data/epidemic-audios/misc-foley/E99hWqdqvf.wav,"A series of short, sharp, high-pitched beeps."
/workspace/data/epidemic-audios/misc-foley/E8a0zN9spN.wav,The sound of a whoosh as a stick swipes through the air.
/workspace/data/epidemic-audios/misc-foley/E4wklv96dT.wav,The sound of a person jumping into a puddle of water and splashing around.
/workspace/data/epidemic-audios/misc-foley/E3QXblZ4MY.wav,"The sound of a person being beaten with a stick, with clear and repeated hits on the person's body."
/workspace/data/epidemic-audios/misc-foley/E2fBknutDB.wav,"The clear and loud sound of an object being dropped onto a hard surface, with no other background sounds. The audio is in poor quality and is in mono."
/workspace/data/epidemic-audios/misc-foley/E1qzsPm2um.wav,"The audio consists of a single loud and clear clap, suitable for use in various video, game, advertisement, tutorial, presentation, music video, podcast, and soundtrack projects."
/workspace/data/epidemic-audios/misc-foley/DtV0T37juQ.wav,"The sound of a whip being swung through the air, but not making contact with the intended target."
/workspace/data/epidemic-audios/misc-foley/DtLzSono9x.wav,"The clear and crisp sound of someone shuffling a deck of cards back and forth in a rhythmic pattern. The audio is perfect for use in a casino or a card game, as well as in a movie or a video game, or in a tutorial or demonstration on how to shuffle a deck of cards."
/workspace/data/epidemic-audios/misc-foley/DrbwXOZjdh.wav,A short burst of static.
/workspace/data/epidemic-audios/misc-foley/DmvuIl2QjX.wav,The sound of a coin being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/DlYTFdTURA.wav,The sound of a saw cutting through a piece of wood can be heard in the background.
/workspace/data/epidemic-audios/misc-foley/DjFU4kQwqD.wav,"The audio consists of a series of clicks and pops in mono, with no background noise, making it clear and crisp. It can be used as a sound effect in a video game or movie."
/workspace/data/epidemic-audios/misc-foley/DfBQMLDvFU.wav,A click sound is produced.
/workspace/data/epidemic-audios/misc-foley/DXvOdPNlfz.wav,"The audio is of a plastic bag being crumpled, with a crisp and clear sound in mono."
/workspace/data/epidemic-audios/misc-foley/DXVekwdp7i.wav,The sound of a book falling to the floor.
/workspace/data/epidemic-audios/misc-foley/DNqfNe0wqV.wav,The sound of something being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/DNTwBVGdq4.wav,The audio captures the sound of someone shuffling through a stack of papers.
/workspace/data/epidemic-audios/misc-foley/DNKVHTmP3X.wav,A brief burst of static.
/workspace/data/epidemic-audios/misc-foley/DH49hMqMYG.wav,The sound of a metal sliding door being opened.
/workspace/data/epidemic-audios/misc-foley/DH0kjovlv7.wav,"The audio consists of a series of high pitched and repetitive electronic beeps, similar to those of an electronic device. It is clean and clear in mono, with no background noise, and is suitable for use in electronic music production, as well as in video games, movies, television shows, and commercials."
/workspace/data/epidemic-audios/misc-foley/DAFiS7VpyY.wav,A loud thumping sound is followed by the sound of an object being dropped on a hard surface.
/workspace/data/epidemic-audios/misc-foley/D9eTtlL3x6.wav,A loud pop followed by silence.
/workspace/data/epidemic-audios/misc-foley/D3JUMBG5P9.wav,"The sound of a person punching a punching bag, followed by the sound of the punching bag bouncing back. The bouncing back sound is louder, with a higher pitch and longer duration."
/workspace/data/epidemic-audios/misc-foley/CzPQFUmm95.wav,"The audio features the sound of a gun being cocked, accompanied by a sharp click. This common sound is often used in movies and video games."
/workspace/data/epidemic-audios/misc-foley/CuDpfjNUEb.wav,The audio captures the sound of a tree branch snapping in the wind.
/workspace/data/epidemic-audios/misc-foley/CpsFnvt3Vf.wav,A loud whack followed by a muffled thud repeated several times.
/workspace/data/epidemic-audios/misc-foley/CnF0w1OZLG.wav,The sound of a single clap.
/workspace/data/epidemic-audios/misc-foley/Cmmr6iiL2m.wav,"A brief burst of a brass instrument, like a trumpet or trombone."
/workspace/data/epidemic-audios/misc-foley/CkdiwoOkr4.wav,The sound of a metal object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/Ci7zh1m1Op.wav,A brief crackle of static electricity.
/workspace/data/epidemic-audios/misc-foley/ChxIo9dzyh.wav,"The sound of a plastic bottle cap being fiddled with and then popping off the bottle, clattering to the ground. The audio is clear and in stereo, with no background noise."
/workspace/data/epidemic-audios/misc-foley/CgEb6b3oIy.wav,The audio captures a loud whoosh followed by silence.
/workspace/data/epidemic-audios/misc-foley/CfaYHsSHG4.wav,The sound of a book falling to the floor.
/workspace/data/epidemic-audios/misc-foley/CX62xyyQMg.wav,A brief snare drum hit.
/workspace/data/epidemic-audios/misc-foley/CWCqxHEMAT.wav,A series of slapping sounds with the person being slapped yelping in pain. The sound of continued slapping and more yelps in pain.
/workspace/data/epidemic-audios/misc-foley/CUNXy7Ryaf.wav,A small object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/CS1XRzZsjD.wav,The sound of a hard object being struck against another hard object.
/workspace/data/epidemic-audios/misc-foley/CR6dxmbUEE.wav,The sound of a hard object being struck against a hard surface.
/workspace/data/epidemic-audios/misc-foley/CQ2JsEFHJJ.wav,"The audio features the clear and crisp sound of a soda can being opened, crushed and poured into a glass, with no background noise. This audio is suitable for use in a commercial, promotional video, video game sound effects, or as a ringtone."
/workspace/data/epidemic-audios/misc-foley/CLFhGzK7gv.wav,The sound of a cardboard box being opened.
/workspace/data/epidemic-audios/misc-foley/CK7CQtjfC3.wav,The sound of a tree branch being snapped or broken.
/workspace/data/epidemic-audios/misc-foley/CILxfdOGDl.wav,The sound of a metal object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/CDZ6BvYiCQ.wav,The sound of someone shuffling through a stack of papers.
/workspace/data/epidemic-audios/misc-foley/CCiFa2yIbI.wav,The sound of a door opening.
/workspace/data/epidemic-audios/misc-foley/C91wFpE5RM.wav,A small twig is being snapped in half.
/workspace/data/epidemic-audios/misc-foley/C16C2ymi2h.wav,A short burst of static.
/workspace/data/epidemic-audios/misc-foley/ByhfvZY7Bl.wav,The sound of tapping on a hard surface.
/workspace/data/epidemic-audios/misc-foley/ByYvjCEc59.wav,"The sound of wood crunching and splintering, caused by a large object hitting the ground with a loud thump. This sound is likely to be a hardwood, such as oak or maple."
/workspace/data/epidemic-audios/misc-foley/BuVR4BBRWA.wav,A single gunshot has been captured in this audio.
/workspace/data/epidemic-audios/misc-foley/Bs5xFLBc8f.wav,The sound of a book being closed.
/workspace/data/epidemic-audios/misc-foley/Bpy9GjKX6Y.wav,There is a click sound present in the audio.
/workspace/data/epidemic-audios/misc-foley/BofAXsrfh6.wav,The striking of a match and the flickering flame.
/workspace/data/epidemic-audios/misc-foley/BoMT4T1rCb.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/misc-foley/BnEtqFvyyW.wav,The loud popping sound.
/workspace/data/epidemic-audios/misc-foley/BZx2otPJVE.wav,The sound of a whip cracking in the air.
/workspace/data/epidemic-audios/misc-foley/BURgXlN4UQ.wav,"The sound of a hard object being dropped on a hard surface with muffled and indistinguishable audio. It could be a shoe, a book, or a piece of furniture."
/workspace/data/epidemic-audios/misc-foley/BSjPtWfTV0.wav,A single gunshot echoing in the distance.
/workspace/data/epidemic-audios/misc-foley/BOqFt9mmIV.wav,"The sound of a book being thrown onto a hardwood floor, followed by the sound of it sliding across the floor. The audio is in mono."
/workspace/data/epidemic-audios/misc-foley/BLoJnAkcqn.wav,"The sound of a hard object being dropped onto a hard surface, creating a loud and echoing noise."
/workspace/data/epidemic-audios/misc-foley/BDaHfTp21S.wav,The sound of a small plastic object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/B2Kv8HKCYp.wav,"A single clap followed by a brief pause and then another clap, repeated three times in a row. The intensity of the claps increases with each repetition, with the third clap being the loudest."
/workspace/data/epidemic-audios/misc-foley/AxICHJIqSS.wav,"The clear and crisp sound of an object being dropped onto a hard surface, perfect for use as a sound effect in a movie or video game."
/workspace/data/epidemic-audios/misc-foley/AvsyE8ViZJ.wav,A person knocks on a door.
/workspace/data/epidemic-audios/misc-foley/AtxRQgbuTb.wav,The sound of a spray can being shaken.
/workspace/data/epidemic-audios/misc-foley/Ac9oWwGNl1.wav,"The clear and crisp sound of a wooden door being slammed shut in mono, with no background noise. Perfect for use in movies, TV shows, video games, movie trailers, short films, music videos, and commercials."
/workspace/data/epidemic-audios/misc-foley/AYWfZz9KDZ.wav,The sound of a twig being snapped.
/workspace/data/epidemic-audios/misc-foley/AXu1vOYjiX.wav,A loud thumping sound.
/workspace/data/epidemic-audios/misc-foley/AUOZIqw0Q3.wav,"The crisp and clear sound of a leaf being crunched by hand, perfect for use as a sound effect in a movie or video game, or as a background sound effect."
/workspace/data/epidemic-audios/misc-foley/AT9mfGsuTT.wav,"A short burst of a pneumatic hammer is followed by a short pause before another short burst. The pneumatic hammer is a tool that is used to drive piles of concrete into the ground, powered by compressed air."
/workspace/data/epidemic-audios/misc-foley/AQcLFnZTjp.wav,A loud thud echoes in the distance.
/workspace/data/epidemic-audios/misc-foley/APnhXkr622.wav,The audio features a loud thumping sound.
/workspace/data/epidemic-audios/misc-foley/AOlDJuaCMX.wav,The sound of a small metallic object being dropped on a hard surface.
/workspace/data/epidemic-audios/misc-foley/AOEWoL4ceA.wav,A clicking sound that increases in volume.
/workspace/data/epidemic-audios/misc-foley/ALnKTdkVKL.wav,A scraping noise is produced.
/workspace/data/epidemic-audios/misc-foley/ALjvlt9WGE.wav,"The sound of a person walking on a hard surface, with shoes squeaking. The audio is clear and in mono, with no background noise."
/workspace/data/epidemic-audios/misc-foley/AIz9x47ytq.wav,The sound of a cash register being opened.
/workspace/data/epidemic-audios/misc-foley/A9L3aVBUVZ.wav,The sound of a sneeze with a high-pitched squeak at the end.
/workspace/data/epidemic-audios/misc-foley/A5KMkPUOTn.wav,"The sound of someone knocking on a wooden door in mono, with clear and crisp audio, suitable for use in a movie, video game, or tutorial video."
/workspace/data/epidemic-audios/misc-foley/A18mPrBK1J.wav,The sound of a leather briefcase being dropped onto a hardwood floor.
/workspace/data/epidemic-audios/misc-foley/9zRNv73YIx.wav,The sound of a small metallic object being tapped against another metallic object.
/workspace/data/epidemic-audios/misc-foley/9xr53ag8cs.wav,The sound of a hard object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/9vTPUiUSnb.wav,The sound of a piece of paper being crumpled.
/workspace/data/epidemic-audios/misc-foley/9sqGy5t2KM.wav,"The audio is a recording of a phone dialing a number. It is clear and crisp, without any background noise. The recording is in mono and stereo."
/workspace/data/epidemic-audios/misc-foley/9oJ3EoYOpN.wav,"The audio contains a short burst of high-pitched static noise in mono, with no background noise. It is clear and crisp."
/workspace/data/epidemic-audios/misc-foley/9gupVz5Hzd.wav,"A loud bang is followed by silence, with the sound of the bang reverberating in the background. It could be from a door slamming shut, a gunshot, an explosion, or an object falling to the ground."
/workspace/data/epidemic-audios/misc-foley/9ZmPyAf5TP.wav,The sound of a gun being cocked.
/workspace/data/epidemic-audios/misc-foley/9QUY6V5fiZ.wav,A brief burst of a snare drum sound.
/workspace/data/epidemic-audios/misc-foley/9QILzVEjl7.wav,The sound of a hard object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/9O8KBQ0ZK5.wav,The audio features the distinctive sound of a gun being cocked and the trigger being pulled back.
/workspace/data/epidemic-audios/misc-foley/9EbCkv6IVd.wav,"The audio captures the loud cracking of a leather whip traditionally used for controlling horses, creating a sound that can be heard from a distance."
/workspace/data/epidemic-audios/misc-foley/99Gz9cAxxz.wav,The sound of metal objects being scraped against each other.
/workspace/data/epidemic-audios/misc-foley/942ZQAZQsH.wav,The sound of a gun being cocked.
/workspace/data/epidemic-audios/misc-foley/8ynVdbMCkW.wav,The sound of someone clicking a pen multiple times.
/workspace/data/epidemic-audios/misc-foley/8wqsti6TvK.wav,The sound of a card being drawn from a deck of cards.
/workspace/data/epidemic-audios/misc-foley/8wKy5X26to.wav,The loud impact of a hard object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/8r2Aj0W4y9.wav,The sound of a piece of paper being crumpled.
/workspace/data/epidemic-audios/misc-foley/8kLplSZTyp.wav,The sound of a bottle being opened.
/workspace/data/epidemic-audios/misc-foley/8fOuDU4JaG.wav,The sound of a heavy object being dropped onto a hard surface.
/workspace/data/epidemic-audios/misc-foley/8cQewNCMqA.wav,A hard object is placed down on a hard surface.
/workspace/data/epidemic-audios/misc-foley/8b4sOyjL80.wav,The audio captures the sound of a person jumping onto a mattress.
/workspace/data/epidemic-audios/misc-foley/8XOT7KtgPw.wav,A brief and crisp clicking noise.
/workspace/data/epidemic-audios/misc-foley/8TiAQtw5jL.wav,A brief and sharp sound of a gun being fired.
/workspace/data/epidemic-audios/misc-foley/8S4dOu94LB.wav,The rhythmic pattern of a person snapping their fingers.
/workspace/data/epidemic-audios/misc-foley/8MqcXUutCd.wav,The sound of a small electronic device making a popping noise.
/workspace/data/epidemic-audios/misc-foley/8JklfcybxK.wav,The sound of two wooden objects being rubbed together.
/workspace/data/epidemic-audios/misc-foley/8G1zOFscQx.wav,"The audio captures the clear and audible sound of an object being dropped on a hard surface, creating a sense of urgency or excitement. The specific object is not specified, but it could be anything from a pen to a phone."
/workspace/data/epidemic-audios/misc-foley/8FkHKhSKQ8.wav,"The audio is of a single clap, clear and crisp, with no background noise. It is in stereo."
/workspace/data/epidemic-audios/misc-foley/8FLvy8oN2E.wav,The sound of a telephone receiver being lifted off of the telephone.
