audio_path,caption
/workspace/data/epidemic-audios/wooden-drawer/oaxHWEkyhD.wav,The sound of a sliding door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/oM4tqgNjBK.wav,The sound of a wooden drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/o5jCZGwvEu.wav,The sound of a sliding door closing.
/workspace/data/epidemic-audios/wooden-drawer/njgypHdHex.wav,The sound of a chair being dragged across a carpeted floor.
/workspace/data/epidemic-audios/wooden-drawer/nfD52jEz5u.wav,The sound of a sliding door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/nKIqWo9kog.wav,The sound of a wooden door being slammed loudly. It is recorded in mono with clear audio and no background noise.
/workspace/data/epidemic-audios/wooden-drawer/nHySFhgptX.wav,The sound of a drawer sliding open and then slamming shut.
/workspace/data/epidemic-audios/wooden-drawer/lz0vqxtkm2.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/lsJdQ4YBc3.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/lFbXAsYzdo.wav,The sound of a sliding glass door being opened.
/workspace/data/epidemic-audios/wooden-drawer/ki9B5HRNYW.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/kMlId2mK4e.wav,The creaking sound of a chair being dragged across a hardwood floor.
/workspace/data/epidemic-audios/wooden-drawer/jtMkY11fOc.wav,The sound of a wooden drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/jkBmdxhwPV.wav,The sound of footsteps on a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/jMAOGFNxsK.wav,The sound of a wooden drawer being closed.
/workspace/data/epidemic-audios/wooden-drawer/hxuTD8wGkZ.wav,The audio captures a loud thud followed by muffled and indistinct sounds.
/workspace/data/epidemic-audios/wooden-drawer/hTEwnTRFAe.wav,The sound of a sliding door being opened.
/workspace/data/epidemic-audios/wooden-drawer/hO2LJdHDyd.wav,"The audio captures the sound of an object being dropped onto a hard surface in mono and of good quality, with no background noise. This realistic sound effect can be used in various media such as movie scenes, video games, or tutorial videos involving the action of dropping an object onto a hard surface."
/workspace/data/epidemic-audios/wooden-drawer/hDiEoaZfXd.wav,The sound of a chair being moved across a carpeted floor.
/workspace/data/epidemic-audios/wooden-drawer/gz6nwGAoUt.wav,The sound of a sliding door closing.
/workspace/data/epidemic-audios/wooden-drawer/gvRZKrqpVy.wav,The sound of a sliding door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/gPCStcGUof.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/gO0WDBC4oW.wav,The quick opening and closing of a car door.
/workspace/data/epidemic-audios/wooden-drawer/gEcZu1Hh8a.wav,The sound of a chair being slid across a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/gCVU1WWGMw.wav,The sound of a metal drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/g40yZkclBQ.wav,The sound of a wooden drawer being opened and closed with a sliding mechanism. It is being opened and closed slowly and steadily.
/workspace/data/epidemic-audios/wooden-drawer/fsXJKJ5qEK.wav,The dull metallic thumping followed by the opening and closing of a drawer can be heard in the audio.
/workspace/data/epidemic-audios/wooden-drawer/forDfIyZZ1.wav,The sound of a metal object being dragged across a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/fpZVenCyYK.wav,The sound of a piece of wood being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/fZEeWTyEfr.wav,"The sound of someone sliding a piece of paper into a paper shredder as it turns on and shreds the paper, ending with the shredder being turned off."
/workspace/data/epidemic-audios/wooden-drawer/fL9D1DqDQN.wav,The sound of crumpling paper.
/workspace/data/epidemic-audios/wooden-drawer/eqZ16y2ytA.wav,The loud thud of a closing door.
/workspace/data/epidemic-audios/wooden-drawer/eA0qy3acPF.wav,The sound of a chair being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/dUQ28j5hW1.wav,The sound of a sword being unsheathed from a scabbard.
/workspace/data/epidemic-audios/wooden-drawer/d4WsDQMF9F.wav,The sound of a chair being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/d1YslhGNCo.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/cw97nQ4VDh.wav,The sound of a sliding door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/cpPMi5DTO5.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/ci3C3zXtnj.wav,The sound of a car door being closed.
/workspace/data/epidemic-audios/wooden-drawer/cJkLepzoGR.wav,The audio features a mechanical locking sound as a door is being locked.
/workspace/data/epidemic-audios/wooden-drawer/cHHiFVmC8w.wav,The clear sound of a car door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/cFj7MZGLg2.wav,The sound of a metal drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/bIShQlUObC.wav,The audio features the sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/bIMWIOsLTp.wav,The sound of a heavy object being thrown onto a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/bBF8vLkssb.wav,The sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/b3BxzKuoH9.wav,A loud thump followed by complete silence.
/workspace/data/epidemic-audios/wooden-drawer/ah5xsfixYR.wav,The sound of a car door closing.
/workspace/data/epidemic-audios/wooden-drawer/aS3jYm5zHN.wav,The sound of a chair being moved across a hardwood floor.
/workspace/data/epidemic-audios/wooden-drawer/aFNjBxxTlZ.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/aDOAdDZypK.wav,The sound of a large object being dropped onto a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/a1gPg2Yjec.wav,The sound of a sliding glass door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/ZwWQtHnwIB.wav,The sound of a chair rolling across the floor.
/workspace/data/epidemic-audios/wooden-drawer/Z6dIjmnRSt.wav,"The clear and audible sound of a person knocking on a wooden door, followed by the sound of the door being opened and closed. Perfect for movie scenes or video games featuring a character knocking on a door."
/workspace/data/epidemic-audios/wooden-drawer/YrEnhvjr08.wav,The sound of a person sharpening a pencil on a pencil sharpener.
/workspace/data/epidemic-audios/wooden-drawer/YU7jq5mIsm.wav,The sound of a door closing.
/workspace/data/epidemic-audios/wooden-drawer/XzkSI6ausw.wav,The sound of one surface being dragged across another.
/workspace/data/epidemic-audios/wooden-drawer/Xt6mhV900a.wav,The sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/XkAz99k5Ys.wav,"A brief, muffled slurping or sucking noise."
/workspace/data/epidemic-audios/wooden-drawer/XC4Lfmf9K6.wav,The sound of a chair being pushed across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/XP4dJPaLpZ.wav,The faint sound of a door being closed with a slight squeak.
/workspace/data/epidemic-audios/wooden-drawer/X2hEVIXSc9.wav,The sound of a sliding drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/Wv3EDXJbi2.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/WjnKBQdl0U.wav,The creaking sound of a wooden door being opened.
/workspace/data/epidemic-audios/wooden-drawer/W3f5oX1Klz.wav,The sound of an object moving through the air creates a whoosh sound.
/workspace/data/epidemic-audios/wooden-drawer/VOAatIr1La.wav,The sound of a door being opened.
/workspace/data/epidemic-audios/wooden-drawer/VLPSFW5Z1I.wav,The sound of a door being slid open and then slammed shut.
/workspace/data/epidemic-audios/wooden-drawer/VGahsGr3J6.wav,The sound of a small object being dropped onto a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/VJyEMXi3Ri.wav,The sound of a drawer being slid open.
/workspace/data/epidemic-audios/wooden-drawer/V9HopudV54.wav,The sound of a drawer being opened.
/workspace/data/epidemic-audios/wooden-drawer/V8kMl0KaAZ.wav,The sound of a drawer being opened.
/workspace/data/epidemic-audios/wooden-drawer/V2YbQp0JiA.wav,The sound of a chair being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/Usvpql8CiN.wav,A small popping sound followed by a scraping noise.
/workspace/data/epidemic-audios/wooden-drawer/UPxfLw99CH.wav,"The sound of a wooden door being opened with a metallic latch being lifted and the door being pushed open. The clear and crisp mono audio is perfect for use in movies, video games, and advertisements to represent the sound of a door being opened."
/workspace/data/epidemic-audios/wooden-drawer/TkxXngdmjF.wav,The sound of a sliding door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/TfjvS1V9hA.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/TFI7eImqKO.wav,The sound of a chair being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/SndA03FKrm.wav,The sound of a wooden object being placed down on a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/SEUtswLXT6.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/S2bieBOW2e.wav,The sound of a person fumbling with a piece of paper.
/workspace/data/epidemic-audios/wooden-drawer/Rl4oQdu063.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/RBBIjVET2A.wav,The sound of a metal object being dropped on a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/QScloXGV9X.wav,The sound of a chair being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/PAHjb4I5ny.wav,The sound of a chair being dragged across a hardwood floor.
/workspace/data/epidemic-audios/wooden-drawer/OOIcZgvwHn.wav,The clear and crisp sound of a ball bouncing on a hard surface as it bounces several times before coming to a stop. This audio can be used as a sound effect in a video game or movie.
/workspace/data/epidemic-audios/wooden-drawer/OMEsKYYYGZ.wav,The sound of a wooden drawer being slid open and then closed.
/workspace/data/epidemic-audios/wooden-drawer/OLqf5jFlAC.wav,"A consistent and rhythmic thumping sound can be heard in the foreground, accompanied by an intermittent ringing sound in the background. The recording is of moderate quality."
/workspace/data/epidemic-audios/wooden-drawer/O54Wz90k6U.wav,The sound of a door closing and locking shut.
/workspace/data/epidemic-audios/wooden-drawer/NqeOsF8Kpe.wav,The sound of a phone receiver being placed on a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/MyWR3PaN5I.wav,"The sound of a sliding object being dragged across a hard surface, accompanied by the sound of the surface it is being dragged across. The sliding object's sound may vary depending on the type of object and the speed and angle at which it is being dragged."
/workspace/data/epidemic-audios/wooden-drawer/MTQW4gxlCV.wav,The sound of a piece of wood being dragged across a wooden surface.
/workspace/data/epidemic-audios/wooden-drawer/MBLFFE6neb.wav,The sound of a sliding drawer being opened.
/workspace/data/epidemic-audios/wooden-drawer/LcgdoRnW4m.wav,The sound of a chair being moved across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/LZ53HRNRwP.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/LOr8rZXtm5.wav,The sound of a piece of paper being dragged across a table.
/workspace/data/epidemic-audios/wooden-drawer/LCGQKG4j91.wav,The sound of a sliding closet door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/Kx0cxShEnR.wav,The sound of a large piece of cardboard being dragged across the floor.
/workspace/data/epidemic-audios/wooden-drawer/KsCqz0CRRr.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/JwiLAP1Tu7.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/JeJOQRQ9j3.wav,"The audio features the sound of a wooden door being closed, accompanied by clear creaking noises. The audio is in mono and contains no other background sounds. It is suitable for use in movie scenes, video games, tutorials, and videos where a character is closing a door."
/workspace/data/epidemic-audios/wooden-drawer/JbBcglG3tH.wav,The sound of surfaces being rubbed against each other.
/workspace/data/epidemic-audios/wooden-drawer/JMOD02Pybf.wav,The sound of a chair being pushed across a hardwood floor.
/workspace/data/epidemic-audios/wooden-drawer/JHfPK1s3OE.wav,The sound of a wooden door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/J2gOK5xKyl.wav,The sound of a metallic object being dropped onto a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/IzmxZrwtoq.wav,The sound of a sliding door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/IxuGLg3v7x.wav,The sound of a large object being dragged across a hard surface.
/workspace/data/epidemic-audios/wooden-drawer/IgHez1E94y.wav,The sound of paper being pulled out of a desk drawer is audible.
/workspace/data/epidemic-audios/wooden-drawer/IamkNP5PJE.wav,The sound of a wooden drawer being opened.
/workspace/data/epidemic-audios/wooden-drawer/IKZmrQD9zB.wav,The sound of a door opening and closing.
/workspace/data/epidemic-audios/wooden-drawer/IAGBodWcSj.wav,The sound of a metal drawer sliding across a wooden surface and coming to a stop.
/workspace/data/epidemic-audios/wooden-drawer/HxdjM3CBzP.wav,The sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/HsiccS6tOi.wav,The audio captures the distinct sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/Hgn6MCmtU9.wav,The sound of a door being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/H8QcbfMZwP.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/H00z2sXIeW.wav,The sound of a wooden drawer being slid open and then slammed shut.
/workspace/data/epidemic-audios/wooden-drawer/Gl6KXT3EKa.wav,The sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/FoIXf37htU.wav,The sound of a chair being dragged across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/FlHWQqeuVc.wav,The sound of a chair being pushed across a wooden floor.
/workspace/data/epidemic-audios/wooden-drawer/FfbHEWkpDQ.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/EujG5uf7W9.wav,The sound of a drawer being opened and closed.
/workspace/data/epidemic-audios/wooden-drawer/E7t5aaIM8p.wav,The sound of a vehicle door sliding open and then closing.
/workspace/data/epidemic-audios/wooden-drawer/DoTzCketvS.wav,The sound of a chair being pulled across a wooden floor at a moderate pace.
